post_id,post_date,platform,content_type,campaign,category,posting_hour,followers,impressions,reach,likes,comments,shares,saves
POST00226,2025-01-29 03:00:00,Instagram,Reel,Seasonal Campaign,Brand,10,417110,407533,344191,23210.0,680,5185,3250
POST00227,2025-01-29 06:00:00,LinkedIn,Image,Festival Campaign,Education,2,23846,14965,11886,472.0,11,159,290
POST00228,2025-01-29 09:00:00,Instagram,Video,Brand Awareness,Event,15,83571,131158,102747,9530.0,431,818,1995
POST00229,2025-01-29 12:00:00,LinkedIn,Reel,Community Campaign,Entertainment,4,296625,371404,224375,20700.0,1109,750,4065
POST00230,2025-01-29 15:00:00,Facebook,Image,Product Launch,Promotional,23,144908,67871,38640,1916.0,46,227,270
POST00231,2025-01-29 18:00:00,Facebook,Carousel,Seasonal Campaign,Event,21,62154,62042,45197,967.0,43,657,417
POST00232,2025-01-29 21:00:00,YouTube,Image,Brand Awareness,Promotional,1,202248,155399,89366,3693.0,117,248,1457
POST00233,2025-01-30 00:00:00,YouTube,Carousel,Product Launch,Education,14,149447,192852,130639,8507.0,213,1427,2678
POST00234,2025-01-30 03:00:00,YouTube,Image,Special Campaign,Brand,15,469844,534052,298609,7266.0,298,2015,7012
POST00235,2025-01-30 06:00:00,Instagram,Image,Community Campaign,Entertainment,6,264372,402758,246440,9846.0,560,3100,4522
POST00236,2025-01-30 09:00:00,Facebook,Reel,Festival Campaign,Event,15,28048,29875,17585,720.0,19,321,214
POST00237,2025-01-30 12:00:00,Instagram,Carousel,Special Campaign,Entertainment,23,47386,61950,51439,2176.0,104,659,936
POST00238,2025-01-30 15:00:00,Instagram,Carousel,Educational Series,Promotional,3,184408,178497,119797,2717.0,69,412,541
POST00239,2025-01-30 18:00:00,Facebook,Reel,Special Campaign,Promotional,15,124794,114844,66333,2380.0,119,200,1074
POST00240,2025-01-30 21:00:00,Instagram,Image,Event Promotion,Community,16,437069,257746,165709,7052.0,338,563,3758
POST00241,2025-01-31 00:00:00,LinkedIn,Text,Festival Campaign,Brand,1,316857,149442,117907,6534.0,315,546,2005
POST00242,2025-01-31 03:00:00,LinkedIn,Image,Product Launch,Promotional,15,470906,191167,155031,6897.0,413,716,490
POST00243,2025-01-31 06:00:00,LinkedIn,Image,Brand Awareness,Brand,3,167863,176930,104734,4447.0,75,641,1914
POST00244,2025-01-31 09:00:00,Instagram,Text,Special Campaign,Community,6,482980,488696,401951,20274.0,596,1163,7629
POST00245,2025-01-31 12:00:00,Instagram,Carousel,Seasonal Campaign,Event,17,97481,82680,56197,2128.0,88,695,837
POST00246,2025-01-31 15:00:00,LinkedIn,Image,Community Campaign,Community,5,454789,201958,159099,3680.0,145,1859,3333
POST00247,2025-01-31 18:00:00,YouTube,Video,Special Campaign,Brand,17,322043,369886,290370,11350.0,556,2907,2163
POST00248,2025-01-31 21:00:00,LinkedIn,Video,Festival Campaign,Promotional,6,110217,85455,70736,5727.0,70,1225,848
POST00249,2025-02-01 00:00:00,LinkedIn,Image,Seasonal Campaign,Education,1,297119,166702,132363,7221.0,326,424,2748
POST00250,2025-02-01 03:00:00,LinkedIn,Image,Seasonal Campaign,Brand,18,264985,184721,104109,2388.0,111,316,1695
POST00251,2025-02-01 06:00:00,Instagram,Image,Educational Series,Entertainment,8,93247,142285,104126,5625.0,73,431,2590
POST00252,2025-02-01 09:00:00,Instagram,Text,Community Campaign,Education,3,130295,125245,76169,4335.0,160,843,344
POST00253,2025-02-01 12:00:00,LinkedIn,Carousel,Special Campaign,Brand,13,401189,344153,306119,7295.0,162,2383,2563
POST00254,2025-02-01 15:00:00,Instagram,Reel,Product Launch,Entertainment,4,294249,599742,383560,28414.0,1423,6987,2830
POST00255,2025-02-01 18:00:00,Instagram,Video,Community Campaign,Community,6,69645,50548,35233,1807.0,22,195,862
POST00256,2025-02-01 21:00:00,YouTube,Image,Special Campaign,Education,7,412435,284749,176215,7939.0,137,2061,3898
POST00257,2025-02-02 00:00:00,LinkedIn,Reel,Community Campaign,Brand,14,312290,323542,193188,12981.0,197,1514,1145
POST00258,2025-02-02 03:00:00,Facebook,Image,Brand Awareness,Event,18,231846,226351,172100,10263.0,136,1788,1855
POST00259,2025-02-02 06:00:00,YouTube,Image,Event Promotion,Community,10,417084,406731,293909,14130.0,565,3879,1221
POST00260,2025-02-02 09:00:00,Instagram,Video,Special Campaign,Entertainment,19,466753,446099,303851,20267.0,1082,5151,5140
POST00261,2025-02-02 12:00:00,Facebook,Reel,Seasonal Campaign,Event,22,326438,546156,316714,,585,5273,3257
POST00262,2025-02-02 15:00:00,LinkedIn,Video,Product Launch,Promotional,3,474480,377457,304828,10080.0,206,970,2641
POST00263,2025-02-02 18:00:00,Instagram,Image,Special Campaign,Community,17,357740,497713,274762,15075.0,409,2448,3986
POST00264,2025-02-02 21:00:00,YouTube,Reel,Special Campaign,Community,13,418649,832994,591576,15403.0,431,9890,12128
POST00265,2025-02-03 00:00:00,LinkedIn,Text,Brand Awareness,Brand,5,42612,21641,16693,497.0,16,90,198
POST00266,2025-02-03 03:00:00,Facebook,Image,Seasonal Campaign,Brand,15,431038,469703,329143,9800.0,304,3408,6472
POST00267,2025-02-03 06:00:00,Facebook,Reel,Event Promotion,Entertainment,17,54120,76666,45552,2564.0,111,224,583
POST00268,2025-02-03 09:00:00,Facebook,Image,Brand Awareness,Community,0,192076,218480,179675,6254.0,168,695,1386
POST00269,2025-02-03 12:00:00,Instagram,Video,Event Promotion,Brand,7,41294,44675,29636,2213.0,95,368,379
POST00270,2025-02-03 15:00:00,Instagram,Reel,Event Promotion,Promotional,0,104300,232880,139067,6438.0,240,1388,2063
POST00271,2025-02-03 18:00:00,Facebook,Reel,Event Promotion,Brand,0,221168,146282,108627,7575.0,94,683,1428
POST00272,2025-02-03 21:00:00,Facebook,Reel,Brand Awareness,Community,18,364263,551346,306939,18892.0,1057,2265,2773
POST00273,2025-02-04 00:00:00,LinkedIn,Reel,Community Campaign,Education,20,363240,353465,234496,20748.0,392,3062,1658
POST00274,2025-02-04 03:00:00,LinkedIn,Video,Special Campaign,Event,9,155496,101192,82241,4508.0,146,1127,1960
POST00275,2025-02-04 06:00:00,YouTube,Image,Event Promotion,Community,17,60615,34769,30229,1954.0,112,127,288
POST00276,2025-02-04 09:00:00,YouTube,Reel,Community Campaign,Promotional,11,46863,59612,45132,1173.0,26,845,835
POST00277,2025-02-04 12:00:00,Facebook,Reel,Special Campaign,Community,16,263571,274247,171723,12566.0,139,470,1802
POST00278,2025-02-04 15:00:00,Facebook,Reel,Seasonal Campaign,Promotional,0,49469,42249,26490,709.0,24,382,644
POST00279,2025-02-04 18:00:00,Facebook,Text,Special Campaign,Community,7,123101,59454,45265,2133.0,45,196,1119
POST00280,2025-02-04 21:00:00,Facebook,Reel,Seasonal Campaign,Event,9,174256,183392,126974,5627.0,220,1356,2685
POST00281,2025-02-05 00:00:00,LinkedIn,Text,Product Launch,Event,9,371590,202913,124191,3986.0,202,876,1961
POST00282,2025-02-05 03:00:00,Instagram,Image,Educational Series,Promotional,17,132613,134967,111427,4294.0,152,932,1663
POST00283,2025-02-05 06:00:00,Instagram,Reel,Community Campaign,Community,8,137456,293504,181997,16747.0,707,2860,1863
POST00284,2025-02-05 09:00:00,Instagram,Video,Special Campaign,Event,1,186247,298033,197469,6190.0,268,3011,1122
POST00285,2025-02-05 12:00:00,YouTube,Image,Seasonal Campaign,Entertainment,2,467865,241057,137764,7440.0,379,366,652
POST00286,2025-02-05 15:00:00,Instagram,Carousel,Educational Series,Community,1,83872,107697,85670,7095.0,314,1002,1134
POST00287,2025-02-05 18:00:00,YouTube,Text,Event Promotion,Event,5,482543,502579,324840,5199.0,305,1751,7969
POST00288,2025-02-05 21:00:00,YouTube,Reel,Educational Series,Education,22,52208,41540,26232,2658.0,87,431,221
POST00289,2025-02-06 00:00:00,Instagram,Reel,Educational Series,Education,11,203517,292915,192203,5273.0,65,2477,2314
POST00290,2025-02-06 03:00:00,YouTube,Carousel,Event Promotion,Entertainment,21,71998,79100,67705,5009.0,148,151,1158
POST00291,2025-02-06 06:00:00,Instagram,Reel,Community Campaign,Event,18,339138,769257,562562,56805.0,2953,7798,6032
POST00292,2025-02-06 09:00:00,Instagram,Reel,Special Campaign,Education,14,263783,401495,243008,25140.0,418,4433,748
POST00293,2025-02-06 12:00:00,Facebook,Reel,Event Promotion,Community,18,203535,297646,244387,15105.0,706,978,2863
POST00294,2025-02-06 15:00:00,Instagram,Reel,Product Launch,Brand,11,79895,100070,62339,5836.0,214,682,1290
POST00295,2025-02-06 18:00:00,Instagram,Video,Festival Campaign,Event,17,488381,899696,624718,20496.0,1127,7598,14847
POST00296,2025-02-06 21:00:00,YouTube,Reel,Special Campaign,Entertainment,15,52894,62224,46594,2757.0,128,275,421
POST00297,2025-02-07 00:00:00,Facebook,Image,Brand Awareness,Event,1,41990,31631,23867,826.0,35,224,555
POST00298,2025-02-07 03:00:00,Instagram,Carousel,Event Promotion,Promotional,10,455796,562519,322976,14823.0,805,897,7130
POST00299,2025-02-07 06:00:00,Facebook,Image,Event Promotion,Promotional,11,93230,107713,90789,5075.0,281,1125,1084
POST00300,2025-02-07 09:00:00,Instagram,Reel,Educational Series,Education,4,56087,48424,34758,1140.0,33,538,107
POST00301,2025-02-07 12:00:00,Instagram,Video,Product Launch,Promotional,23,290817,291831,261550,25074.0,1413,4467,5646
POST00302,2025-02-07 15:00:00,YouTube,Reel,Seasonal Campaign,Entertainment,5,189271,326343,261434,19747.0,251,2528,2433
POST00303,2025-02-07 18:00:00,YouTube,Video,Seasonal Campaign,Education,10,314331,447105,401231,34864.0,1677,1177,7875
POST00304,2025-02-07 21:00:00,Facebook,Video,Educational Series,Entertainment,20,483130,392134,277911,23271.0,624,2147,4327
POST00305,2025-02-08 00:00:00,Facebook,Image,Community Campaign,Community,9,305697,195417,117108,6951.0,238,917,922
POST00306,2025-02-08 03:00:00,LinkedIn,Image,Special Campaign,Entertainment,3,267881,167281,134587,2707.0,140,1715,2323
POST00307,2025-02-08 06:00:00,YouTube,Image,Event Promotion,Promotional,8,203359,191328,157312,7218.0,302,1908,3118
POST00308,2025-02-08 09:00:00,Instagram,Image,Special Campaign,Community,11,325924,463942,393651,14061.0,462,3444,5289
POST00309,2025-02-08 12:00:00,Facebook,Video,Special Campaign,Promotional,9,124794,69250,45393,1458.0,26,625,883
POST00310,2025-02-08 15:00:00,Instagram ,Video,Event Promotion,Entertainment,13,259939,523295,381345,18569.0,1057,6589,4541
POST00311,2025-02-08 18:00:00,YouTube,Reel,Educational Series,Promotional,4,102158,133380,113389,8650.0,230,1924,2785
POST00312,2025-02-08 21:00:00,Instagram,Carousel,Special Campaign,Promotional,0,21420,19715,16810,597.0,8,186,139
POST00313,2025-02-09 00:00:00,Instagram,Text,Event Promotion,Promotional,4,198512,180163,100709,3525.0,134,681,2025
POST00314,2025-02-09 03:00:00,LinkedIn,Text,Community Campaign,Event,15,216948,150952,118470,3933.0,119,727,2309
POST00315,2025-02-09 06:00:00,Facebook,Image,Special Campaign,Community,4,64310,28376,21582,449.0,17,229,316
POST00316,2025-02-09 09:00:00,Facebook,Image,Festival Campaign,Community,4,256896,252985,146520,7606.0,164,1650,1568
POST00317,2025-02-09 12:00:00,YouTube,Reel,Brand Awareness,Community,17,63953,115300,100950,7497.0,216,633,1292
POST00318,2025-02-09 15:00:00,Instagram,Text,Brand Awareness,Entertainment,5,287131,172153,121519,7107.0,416,743,2047
POST00319,2025-02-09 18:00:00,Instagram,Reel,Brand Awareness,Brand,20,242670,252836,198726,9786.0,556,3106,2914
POST00320,2025-02-09 21:00:00,Instagram,Image,Festival Campaign,Entertainment,17,196589,149424,128352,5214.0,277,1245,2535
POST00321,2025-02-10 00:00:00,YouTube,Reel,Event Promotion,Community,9,52456,97262,57923,3329.0,162,729,633
POST00322,2025-02-10 03:00:00,Facebook,Reel,Educational Series,Education,14,138763,125336,106478,10407.0,185,859,570
POST00323,2025-02-10 06:00:00,Facebook,Image,Seasonal Campaign,Promotional,23,189252,198659,159623,6395.0,213,1425,2254
POST00324,2025-02-10 09:00:00,Instagram,Text,Product Launch,Promotional,21,475453,445248,375725,13121.0,608,2806,3268
POST00325,2025-02-10 12:00:00,LinkedIn,Reel,Event Promotion,Brand,10,241916,318810,230560,10532.0,243,2284,3819
POST00326,2025-02-10 15:00:00,Facebook,Image,Festival Campaign,Education,18,105398,89954,50528,912.0,10,658,729
POST00327,2025-02-10 18:00:00,YouTube,Reel,Special Campaign,Event,12,470721,562581,441446,15280.0,472,6020,8887
POST00328,2025-02-10 21:00:00,Facebook,Reel,Community Campaign,Entertainment,19,224278,370178,252123,20397.0,637,4280,3946
POST00329,2025-02-11 00:00:00,YouTube,Image,Festival Campaign,Event,2,137183,165050,114024,6254.0,82,377,1422
POST00330,2025-02-11 03:00:00,Instagram,Image,Special Campaign,Education,15,371926,395275,278448,9861.0,256,2966,1569
POST00331,2025-02-11 06:00:00,Instagram,Reel,Seasonal Campaign,Brand,6,492518,873918,631421,39712.0,2218,8064,3563
POST00332,2025-02-11 09:00:00,Facebook,Reel,Brand Awareness,Education,11,404884,528590,413186,20326.0,457,3226,7060
POST00333,2025-02-11 12:00:00,Instagram,Reel,Event Promotion,Brand,14,280360,375307,301886,25060.0,963,1480,6755
POST00334,2025-02-11 15:00:00,Instagram,Reel,Seasonal Campaign,Event,7,49681,71594,58842,5396.0,185,530,713
POST00335,2025-02-11 18:00:00,Instagram,Text,Brand Awareness,Event,22,290467,213908,167931,9313.0,494,974,2464
POST00336,2025-02-11 21:00:00,Instagram,Text,Product Launch,Education,16,349537,471723,392104,8949.0,381,1126,6276
POST00337,2025-02-12 00:00:00,LinkedIn,Reel,Special Campaign,Education,0,198295,222738,132028,10590.0,189,1838,1782
POST00338,2025-02-12 03:00:00,Facebook,Image,Special Campaign,Promotional,20,116123,55688,46938,3285.0,56,253,202
POST00339,2025-02-12 06:00:00,YouTube,Text,Community Campaign,Brand,7,111354,93622,64182,2841.0,107,600,1024
POST00340,2025-02-12 09:00:00,Instagram,Reel,Brand Awareness,Promotional,13,474048,406705,298957,15957.0,196,4052,1798
POST00341,2025-02-12 12:00:00,YouTube,Video,Product Launch,Entertainment,9,176319,183551,128820,8990.0,266,933,1961
POST00342,2025-02-12 15:00:00,YouTube,Text,Special Campaign,Entertainment,18,380952,297301,213016,9794.0,293,1067,4272
POST00343,2025-02-12 18:00:00,Instagram,Reel,Festival Campaign,Education,7,235148,379402,246573,14047.0,278,4567,769
POST00344,2025-02-12 21:00:00,YouTube,Reel,Brand Awareness,Event,18,242445,511786,311924,10640.0,266,5809,3889
POST00345,2025-02-13 00:00:00,Instagram,Text,Brand Awareness,Entertainment,3,290628,387697,227466,9621.0,254,1269,4414
POST00346,2025-02-13 03:00:00,Facebook,Image,Educational Series,Entertainment,9,181754,88048,62337,3822.0,40,607,911
POST00347,2025-02-13 06:00:00,Facebook,Reel,Community Campaign,Promotional,22,90459,109872,65246,6773.0,340,1250,533
POST00348,2025-02-13 09:00:00,Instagram,Reel,Community Campaign,Promotional,2,147162,302372,192231,8342.0,482,3729,3526
POST00349,2025-02-13 12:00:00,Instagram,Image,Seasonal Campaign,Entertainment,3,455235,362699,216446,12082.0,295,572,4380
POST00350,2025-02-13 15:00:00,Facebook,Carousel,Festival Campaign,Education,15,363600,429695,252743,5754.0,89,2440,2773
POST00351,2025-02-13 18:00:00,YouTube,Carousel,Educational Series,Promotional,23,456479,726853,624265,51251.0,2956,7502,5957
POST00352,2025-02-13 21:00:00,LinkedIn,Text,Seasonal Campaign,Entertainment,3,173010,120673,94838,1476.0,69,315,1421
POST00353,2025-02-14 00:00:00,Facebook,Reel,Product Launch,Event,19,74890,72524,63336,3419.0,186,1044,699
POST00354,2025-02-14 03:00:00,Instagram,Image,Seasonal Campaign,Promotional,19,33319,51210,39708,878.0,24,289,849
POST00355,2025-02-14 06:00:00,Instagram,Image,Product Launch,Entertainment,12,389841,582501,492436,25376.0,867,3754,9917
POST00356,2025-02-14 09:00:00,Facebook,Image,Festival Campaign,Brand,20,146193,143973,107166,3893.0,220,536,1056
POST00357,2025-02-14 12:00:00,Instagram,Reel,Special Campaign,Promotional,16,341576,460212,327634,27249.0,898,2513,4276
POST00358,2025-02-14 15:00:00,YouTube,Text,Community Campaign,Brand,22,473988,505183,371292,13695.0,597,861,8379
POST00359,2025-02-14 18:00:00,LinkedIn,Video,Special Campaign,Promotional,15,420116,329146,217920,11810.0,534,3689,1360
POST00360,2025-02-14 21:00:00,YouTube,Image,Product Launch,Promotional,16,87696,65370,51007,1878.0,97,319,999
POST00361,2025-02-15 00:00:00,Instagram,Carousel,Festival Campaign,Community,5,429452,549233,474543,12540.0,736,2047,4731
POST00362,2025-02-15 03:00:00,Facebook,Reel,Special Campaign,Community,2,477471,836361,689014,28922.0,773,3449,3878
POST00363,2025-02-15 06:00:00,YouTube,Image,Seasonal Campaign,Brand,19,338629,437264,311200,16341.0,365,2043,1734
POST00364,2025-02-15 09:00:00,YouTube,Carousel,Product Launch,Education,23,142359,202208,178725,9346.0,129,1917,1622
POST00365,2025-02-15 12:00:00,LinkedIn,Image,Event Promotion,Entertainment,3,213365,146250,130878,2851.0,150,1426,1970
POST00366,2025-02-15 15:00:00,Instagram,Text,Brand Awareness,Education,7,157293,114942,83055,3278.0,80,873,1908
POST00367,2025-02-15 18:00:00,LinkedIn,Carousel,Seasonal Campaign,Education,19,45294,51587,43984,1073.0,13,474,425
POST00368,2025-02-15 21:00:00,LinkedIn,Image,Community Campaign,Community,8,161110,123856,68327,3117.0,166,459,504
POST00369,2025-02-16 00:00:00,Instagram,Video,Special Campaign,Entertainment,21,498403,942523,540376,50512.0,1792,4853,7311
POST00370,2025-02-16 03:00:00,Instagram,Reel,Seasonal Campaign,Community,0,204721,315453,175971,8793.0,456,2165,1134
POST00371,2025-02-16 06:00:00,Instagram,Image,Event Promotion,Community,12,436576,591243,485178,27688.0,1044,3927,4355
POST00372,2025-02-16 09:00:00,Instagram,Reel,Festival Campaign,Community,1,28255,60287,34841,2931.0,75,467,860
POST00373,2025-02-16 12:00:00,Instagram,Image,Festival Campaign,Event,22,219307,211127,117379,4679.0,77,902,1793
POST00374,2025-02-16 15:00:00,Facebook,Video,Seasonal Campaign,Education,9,129429,71788,43187,2881.0,91,143,874
POST00375,2025-02-16 18:00:00,Instagram,Image,Event Promotion,Education,22,107464,87617,57582,2504.0,28,440,441
POST00376,2025-02-16 21:00:00,Instagram,Video,Special Campaign,Education,18,461385,940061,669929,29746.0,1193,1843,9674
POST00377,2025-02-17 00:00:00,Facebook,Image,Seasonal Campaign,Event,16,413588,397834,227915,13391.0,420,891,3243
POST00378,2025-02-17 03:00:00,Instagram,Reel,Brand Awareness,Promotional,23,466395,900170,652302,52719.0,900,5966,13619
POST00379,2025-02-17 06:00:00,Facebook,Video,Brand Awareness,Brand,12,470865,419687,267265,23743.0,866,2940,928
POST00380,2025-02-17 09:00:00,INSTAGRAM,Reel,Educational Series,Brand,13,132848,248955,160832,11935.0,597,920,3527
POST00381,2025-02-17 12:00:00,INSTAGRAM,Reel,Product Launch,Event,10,432114,772706,647269,36454.0,2141,4705,3075
POST00382,2025-02-17 15:00:00,Facebook,Image,Educational Series,Education,9,201155,110531,98972,5597.0,203,611,2292
POST00383,2025-02-17 18:00:00,Facebook,Reel,Special Campaign,Brand,6,43855,75359,53682,3987.0,65,318,329
POST00384,2025-02-17 21:00:00,LinkedIn,Reel,Brand Awareness,Event,9,54758,48635,32226,2387.0,120,627,474
POST00385,2025-02-18 00:00:00,Facebook,Carousel,Event Promotion,Community,23,269416,211134,184954,13786.0,617,2420,959
POST00386,2025-02-18 03:00:00,Facebook,Image,Product Launch,Entertainment,0,422823,297676,215861,14498.0,836,2436,2771
POST00387,2025-02-18 06:00:00,Instagram,Image,Special Campaign,Brand,13,281272,179748,144809,4015.0,147,1224,1387
POST00388,2025-02-18 09:00:00,Instagram,Text,Event Promotion,Entertainment,2,125094,126653,87999,2563.0,71,956,1077
POST00389,2025-02-18 12:00:00,Facebook,Image,Special Campaign,Education,12,356233,213129,132330,7028.0,408,1371,1983
POST00390,2025-02-18 15:00:00,Facebook,Video,Educational Series,Brand,1,287527,404716,315358,20220.0,746,2384,4133
